index,time,latitude,longitude,depth,mag,place
3518,2014-09-15T21:38:59.490Z,24.5258,94.7457,90.15,4.3,"69 km E of W?ngjing, India"
3523,2014-09-13T03:31:26.050Z,27.737,92.9356,51.18,4.1,"72 km NE of Bomdila, India"
3526,2014-09-12T07:56:41.570Z,25.6524,89.9947,15.0,4.1,"18 km NE of Mank?char, India"
3529,2014-09-09T23:11:50.690Z,10.6033,91.7456,27.11,4.0,"160 km SW of Port Blair, India"
3531,2014-09-09T09:28:22.190Z,22.1989,93.244,10.0,5.4,"42 km SE of Saiha, India"
3534,2014-09-08T13:11:00.360Z,14.2877,92.8678,27.77,4.6,"286 km N of Bamboo Flat, India"
3549,2014-08-24T08:29:31.740Z,30.0384,79.9591,10.0,4.4,"28 km NE of B?geshwar, India"
3554,2014-08-21T08:11:18.820Z,32.3289,76.4266,10.0,4.9,"15 km NE of Dharamsala, India"
3556,2014-08-20T08:05:03.110Z,27.5614,92.5625,38.3,4.1,"Arunachal Pradesh, India"
3559,2014-08-17T20:34:32.440Z,23.6717,91.4071,38.0,4.1,"7 km NE of Barjala, India"
3560,2014-08-16T16:39:55.170Z,24.593,94.5693,91.24,5.0,"51 km E of W?ngjing, India"
3561,2014-08-12T20:52:06.470Z,9.2284,93.5937,105.45,4.9,"285 km SSE of Port Blair, India"
3565,2014-08-09T22:18:37.270Z,10.5702,91.7169,29.52,4.4,"165 km SW of Port Blair, India"
3566,2014-08-09T21:11:48.350Z,12.5912,95.3368,21.33,4.3,"299 km ENE of Port Blair, India"
3577,2014-08-02T16:18:59.530Z,11.8708,93.6433,129.36,4.7,"100 km ENE of Port Blair, India"
3580,2014-08-01T21:47:04.450Z,11.9976,95.1248,10.0,4.6,"261 km E of Port Blair, India"
3582,2014-08-01T20:27:50.430Z,24.3849,94.7039,85.67,4.7,"68 km ESE of W?ngjing, India"
3585,2014-07-31T17:34:08.620Z,12.3436,95.0439,26.23,5.1,"261 km ENE of Port Blair, India"
3586,2014-07-31T17:33:29.240Z,12.4743,95.2033,10.0,4.9,"282 km ENE of Port Blair, India"
3587,2014-07-31T14:21:11.960Z,12.4404,95.3165,10.0,4.6,"292 km ENE of Port Blair, India"
3588,2014-07-31T13:41:00.830Z,12.4337,95.2033,10.0,5.8,"280 km ENE of Port Blair, India"
3591,2014-07-29T07:07:07.130Z,14.3603,93.0904,12.0,5.3,"297 km N of Bamboo Flat, India"
3592,2014-07-25T04:56:16.680Z,33.1264,76.3749,17.03,4.0,"60 km ESE of Kishtw?r, India"
3593,2014-07-22T23:35:15.370Z,26.2364,89.5355,14.91,4.0,"13 km SE of Koch Bih?r, India"
3604,2014-07-06T14:48:13.060Z,30.3227,80.3415,43.73,4.1,"55 km NNW of Dh?rchula, India"
3607,2014-07-01T20:06:29.070Z,25.0114,94.1629,69.7,4.3,"31 km NE of Imph?l, India"
3608,2014-06-28T05:57:06.280Z,11.6352,93.4306,37.53,4.4,"74 km E of Port Blair, India"
3615,2014-06-18T03:04:09.550Z,24.7211,95.1007,101.17,4.3,"105 km E of W?ngjing, India"
3616,2014-06-17T17:31:10.950Z,32.3316,76.4467,33.51,4.2,"17 km NE of Dharamsala, India"
3617,2014-06-16T21:30:01.230Z,10.3833,93.925,73.8,4.4,"191 km SE of Port Blair, India"
3620,2014-06-14T05:24:27.440Z,26.8748,92.5167,10.0,4.3,"15 km WNW of Rang?p?ra, India"
3622,2014-06-13T13:32:52.870Z,33.292,75.5807,42.74,5.0,"16 km N of Doda, India"
3626,2014-06-10T19:45:45.760Z,10.9021,91.8209,27.97,4.0,"131 km SW of Port Blair, India"
3627,2014-06-09T17:40:23.230Z,24.1878,91.5293,31.79,4.1,"13 km NNW of Khowai, India"
3637,2014-05-30T06:37:48.980Z,26.5567,90.227,10.0,4.0,"17 km NNW of Kokrajhar, India"
3641,2014-05-29T03:23:46.560Z,24.2536,94.4977,85.55,4.6,"57 km SE of W?ngjing, India"
3642,2014-05-28T03:19:11.050Z,25.2405,95.1224,97.0,4.4,"78 km SE of Phek, India"
3646,2014-05-21T16:21:54.350Z,18.2012,88.0376,47.23,6.0,"276 km SE of Kon?rka, India"
3647,2014-05-18T19:33:55.750Z,26.4109,92.9493,52.02,4.2,"28 km SSE of Tezpur, India"
3653,2014-05-12T08:33:30.570Z,12.1894,95.2604,28.78,4.5,"279 km ENE of Port Blair, India"
3656,2014-05-09T20:23:23.760Z,13.4908,93.505,51.61,4.3,"215 km NNE of Bamboo Flat, India"
3686,2014-05-01T00:56:11.700Z,13.6122,92.937,28.8,4.1,"212 km N of Bamboo Flat, India"
3693,2014-04-19T08:29:20.330Z,34.1021,76.2379,34.0,4.1,"51 km SSE of Kargil, India"
3694,2014-04-14T11:07:21.110Z,11.0186,93.4677,148.61,4.2,"106 km SE of Port Blair, India"
3698,2014-04-11T00:45:05.810Z,12.2036,93.1363,68.97,4.8,"72 km NE of Bamboo Flat, India"
3700,2014-04-06T06:37:58.910Z,25.461,93.8616,52.33,4.4,"34 km SW of Koh?ma, India"
3701,2014-04-04T06:57:43.460Z,23.0504,93.1676,41.45,4.2,"13 km SE of North Vanlaiphai, India"
3704,2014-04-01T17:45:04.700Z,26.2313,92.9947,41.23,4.4,"28 km NNE of Hoj?i, India"
3706,2014-03-31T04:36:32.410Z,12.6077,95.2356,10.0,4.1,"290 km ENE of Port Blair, India"
3709,2014-03-28T03:09:53.690Z,26.4089,95.8483,97.33,4.1,"72 km SSE of Khonsa, India"
3712,2014-03-26T14:31:25.890Z,25.9277,96.7983,50.45,4.1,"30 km S of Sarupathar, India"
3713,2014-03-26T08:34:40.070Z,13.8067,92.8859,32.1,4.6,"233 km N of Bamboo Flat, India"
3780,2014-03-21T12:39:54.180Z,24.1764,94.2542,60.59,4.0,"45 km SE of Kakching, India"
3783,2014-03-19T14:02:13.300Z,13.9102,94.0153,34.2,4.4,"282 km NNE of Bamboo Flat, India"
3788,2014-03-15T05:09:12.070Z,23.8952,93.8661,63.44,4.3,"52 km SSE of Chur?ch?ndpur, India"
3792,2014-03-11T11:23:54.090Z,13.6975,92.9178,35.0,4.8,"222 km N of Bamboo Flat, India"
3794,2014-03-09T23:01:13.630Z,12.4854,93.2534,68.68,4.1,"104 km NE of Bamboo Flat, India"
3796,2014-03-08T13:09:02.340Z,34.452,80.1638,36.09,4.4,"239 km E of Leh, India"
3800,2014-03-01T06:06:28.310Z,11.0427,91.8594,29.74,4.6,"118 km SW of Bamboo Flat, India"
3802,2014-02-28T13:11:30.330Z,23.7432,91.3541,37.8,3.9,"10 km S of R?n?r B?z?r, India"
3805,2014-02-26T20:58:55.070Z,24.4736,93.7131,59.51,4.4,"7 km WSW of Moir?ng, India"
3806,2014-02-23T17:04:52.940Z,27.013,92.5521,53.66,4.4,"22 km NNW of Rang?p?ra, India"
3808,2014-02-21T06:46:47.260Z,30.0104,76.1747,16.02,4.6,"18 km ESE of Dirba, India"
3809,2014-02-19T15:02:09.580Z,13.8225,92.8729,26.97,4.4,"235 km N of Bamboo Flat, India"
3810,2014-02-16T05:19:24.200Z,9.9019,93.8018,120.55,4.0,"226 km SSE of Port Blair, India"
3817,2014-02-13T06:23:38.100Z,11.4883,93.5434,139.49,4.2,"89 km ESE of Port Blair, India"
3835,2014-02-07T03:15:20.800Z,11.8466,94.8755,61.21,4.5,"232 km E of Port Blair, India"
3836,2014-02-07T02:05:00.460Z,11.9395,95.1092,36.09,4.1,"259 km E of Port Blair, India"
3837,2014-02-06T15:07:53.130Z,27.4652,96.9988,47.88,4.5,"80 km SSE of Hayuliang, India"
3838,2014-02-02T23:44:01.200Z,12.2849,95.0592,34.18,5.2,"261 km ENE of Port Blair, India"
3844,2014-01-27T20:12:46.480Z,14.2125,93.228,39.11,4.3,"283 km NNE of Bamboo Flat, India"
3854,2014-01-22T05:22:01.180Z,34.2849,79.7826,43.74,4.2,"203 km E of Leh, India"
3856,2014-01-20T13:18:26.930Z,22.1231,92.7127,32.08,4.1,"49 km SW of Saiha, India"
3866,2014-01-10T21:40:36.000Z,28.2474,93.3721,15.05,4.1,"85 km NNW of Ziro, India"
3873,2013-12-30T09:44:13.340Z,24.1788,93.1207,38.13,4.2,"27 km NE of Darlawn, India"
3875,2013-12-29T11:45:32.180Z,12.2956,95.1078,23.44,4.4,"266 km ENE of Port Blair, India"
3882,2013-12-25T02:58:01.870Z,10.9511,91.8813,28.0,4.3,"123 km SW of Port Blair, India"
3885,2013-12-20T03:04:36.230Z,14.3321,93.0763,41.49,4.9,"293 km N of Bamboo Flat, India"
3901,2013-12-09T08:38:59.800Z,35.4921,76.9208,69.06,4.0,"63 km N of Thang, India"
3902,2013-12-09T07:39:37.860Z,9.6129,92.9987,34.98,4.9,"228 km S of Port Blair, India"
3904,2013-12-07T01:06:38.870Z,11.4417,93.7452,154.3,4.6,"111 km ESE of Port Blair, India"
3905,2013-12-06T10:09:01.050Z,32.8918,78.6622,41.12,4.3,"156 km ENE of Man?li, India"
3907,2013-12-04T13:05:19.880Z,26.5885,89.5628,13.6,4.7,"12 km NNE of Al?pur Du?r, India"
3909,2013-12-04T03:59:16.650Z,13.8291,92.9508,32.44,4.7,"236 km N of Bamboo Flat, India"
3913,2013-11-29T01:54:49.070Z,28.8721,95.8701,35.15,5.0,"103 km NNE of P?sigh?t, India"
3914,2013-11-27T17:29:33.670Z,26.2586,96.153,89.8,4.5,"65 km W of Sarupathar, India"
3915,2013-11-24T06:43:38.290Z,35.3548,77.0299,79.56,4.0,"52 km NNE of Thang, India"
3917,2013-11-20T10:09:18.430Z,12.3975,95.1481,10.26,5.5,"273 km ENE of Port Blair, India"
3921,2013-11-16T19:22:19.690Z,35.3399,77.1125,58.79,4.3,"54 km NNE of Thang, India"
3922,2013-11-15T22:21:08.700Z,34.5371,77.7468,30.76,4.2,"43 km NNE of Leh, India"
3927,2013-11-12T19:52:14.180Z,24.4844,94.6661,88.79,4.4,"62 km E of W?ngjing, India"
3930,2013-11-11T13:21:32.730Z,35.3447,77.1001,56.73,4.0,"54 km NNE of Thang, India"
3931,2013-11-10T20:30:04.820Z,11.0579,91.893,31.1,4.4,"114 km SW of Bamboo Flat, India"
3933,2013-11-06T14:53:14.040Z,31.726,76.1301,41.11,4.4,"9 km NE of Gagret, India"
3935,2013-11-06T09:34:45.100Z,14.1439,93.0686,35.0,4.4,"273 km N of Bamboo Flat, India"
3936,2013-11-06T04:19:20.640Z,26.3701,93.5345,46.84,4.8,"30 km SSW of Bok?kh?t, India"
3937,2013-11-06T04:16:16.060Z,26.4118,93.6451,34.32,5.4,"24 km SSW of Num?ligarh, India"
3938,2013-11-04T12:56:22.710Z,14.2853,93.1914,41.67,4.8,"290 km N of Bamboo Flat, India"
3940,2013-11-03T06:54:07.290Z,10.5493,92.8679,54.51,4.8,"124 km S of Port Blair, India"
3946,2013-10-28T08:40:40.080Z,9.8456,92.7587,45.27,4.4,"201 km S of Port Blair, India"
3948,2013-10-28T01:08:09.480Z,25.2388,95.5348,44.81,4.0,"114 km ESE of Phek, India"
3949,2013-10-26T11:06:22.610Z,14.3674,93.0966,10.0,4.2,"297 km N of Bamboo Flat, India"
3950,2013-10-26T00:05:03.550Z,33.1049,75.9359,41.6,4.5,"24 km NE of Bhadarw?h, India"
3951,2013-10-24T20:14:31.690Z,14.3021,92.9677,30.17,4.2,"289 km N of Bamboo Flat, India"
3952,2013-10-24T17:57:36.970Z,14.2917,93.0654,23.0,5.4,"289 km N of Bamboo Flat, India"
3953,2013-10-24T09:12:40.910Z,35.3041,77.1447,51.38,4.2,"52 km NE of Thang, India"
3959,2013-10-21T02:27:13.710Z,35.3406,77.0837,48.7,5.4,"52 km NNE of Thang, India"
3960,2013-10-21T02:26:11.140Z,35.2895,76.9996,35.0,4.5,"44 km NNE of Thang, India"
3961,2013-10-20T19:45:07.850Z,35.7595,77.4189,96.76,5.4,"108 km NNE of Thang, India"
3965,2013-10-17T00:33:14.310Z,14.0582,93.0065,31.88,4.2,"262 km N of Bamboo Flat, India"
3967,2013-10-15T00:41:03.450Z,10.6106,91.4722,10.0,4.6,"181 km SW of Bamboo Flat, India"
3969,2013-10-13T05:52:59.140Z,10.7355,91.7454,10.03,4.1,"150 km SW of Port Blair, India"
3972,2013-10-09T11:35:59.580Z,10.2984,92.2811,9.84,4.3,"159 km SSW of Port Blair, India"
3973,2013-10-08T09:31:11.000Z,9.7794,93.8132,35.0,4.6,"239 km SSE of Port Blair, India"
3975,2013-10-07T20:53:58.620Z,26.2602,92.9225,7.87,4.2,"29 km NNE of Hoj?i, India"
3979,2013-10-06T06:59:11.030Z,12.9734,92.981,35.19,4.5,"143 km NNE of Bamboo Flat, India"
3981,2013-10-03T06:12:39.140Z,27.2898,88.4022,9.87,5.2,"11 km WNW of Singtam, India"
3982,2013-09-28T19:50:32.960Z,24.8368,94.7407,91.29,4.2,"72 km ENE of Yairipok, India"
3984,2013-09-26T05:30:05.660Z,23.8621,93.2795,55.92,4.6,"39 km ESE of Darlawn, India"
3991,2013-09-18T15:43:05.060Z,13.0868,93.2103,53.16,4.4,"162 km NNE of Bamboo Flat, India"
3997,2013-09-11T10:09:40.650Z,10.4984,92.3039,27.68,4.5,"137 km SSW of Port Blair, India"
3999,2013-09-09T11:58:16.360Z,27.1438,92.3593,10.0,4.5,"14 km SSW of Bomdila, India"
4002,2013-09-07T03:24:56.240Z,25.3564,95.0718,81.93,4.5,"66 km ESE of Phek, India"
4004,2013-09-05T18:11:28.600Z,33.2221,75.404,10.24,4.5,"14 km NE of Batoti, India"
4005,2013-09-05T01:13:34.180Z,9.3496,93.852,46.16,4.2,"283 km SSE of Port Blair, India"
4010,2013-09-03T08:06:19.150Z,33.2574,75.8656,10.0,4.2,"11 km SE of Kishtw?r, India"
4013,2013-08-31T21:06:34.490Z,28.7788,94.4454,29.91,4.5,"28 km NNE of Shi Yomi, India"
4025,2013-08-29T10:13:24.110Z,31.4785,76.2727,38.33,4.4,"1 km NNE of Una, India"
4032,2013-08-21T12:56:30.410Z,24.5651,94.7308,95.01,4.2,"67 km E of W?ngjing, India"
4033,2013-08-21T08:41:51.110Z,26.6379,92.5235,53.17,4.2,"8 km SSE of Dhekiajuli, India"
4034,2013-08-21T06:57:21.490Z,26.6306,92.5269,54.4,4.2,"9 km SSE of Dhekiajuli, India"
4035,2013-08-18T23:53:31.680Z,33.2183,75.8728,44.81,4.8,"14 km SE of Kishtw?r, India"
4037,2013-08-18T00:14:38.750Z,11.1044,95.1931,10.2,4.2,"274 km ESE of Port Blair, India"
4039,2013-08-17T14:41:18.980Z,11.183,93.3084,62.42,4.6,"81 km SE of Port Blair, India"
4043,2013-08-15T16:51:35.710Z,11.0299,95.039,22.65,4.6,"259 km ESE of Port Blair, India"
4044,2013-08-13T21:25:27.690Z,25.5549,96.2594,57.67,4.3,"90 km SW of Sarupathar, India"
4064,2013-08-06T18:36:30.500Z,23.3104,88.4902,35.88,4.5,"9 km NE of Sh?ntipur, India"
4067,2013-08-05T14:46:00.350Z,33.3339,75.9342,50.45,4.1,"15 km E of Kishtw?r, India"
4069,2013-08-05T13:57:48.780Z,33.4569,76.0182,46.77,4.3,"28 km NE of Kishtw?r, India"
4071,2013-08-02T21:37:46.070Z,33.2967,75.9504,42.43,5.2,"17 km E of Kishtw?r, India"
4074,2013-08-02T02:32:47.770Z,33.2663,75.9377,14.12,5.0,"16 km ESE of Kishtw?r, India"
4077,2013-07-29T13:07:03.000Z,23.2863,70.4026,20.0,4.0,"6 km ESE of Bhach?u, India"
4078,2013-07-29T02:26:29.740Z,14.038,92.892,29.1,4.5,"259 km N of Bamboo Flat, India"
4080,2013-07-24T19:51:54.990Z,12.978,93.235,34.5,4.7,"152 km NNE of Bamboo Flat, India"
4090,2013-07-13T17:49:36.640Z,32.383,76.535,25.5,4.4,"27 km NE of Dharamsala, India"
4091,2013-07-12T07:01:32.200Z,26.267,90.7,48.2,4.1,"6 km SSE of Abhay?puri, India"
4092,2013-07-11T23:25:59.490Z,10.913,91.681,30.7,4.2,"142 km SW of Bamboo Flat, India"
4093,2013-07-11T18:48:12.420Z,29.094,95.935,26.4,4.2,"127 km NNW of Hayuliang, India"
4094,2013-07-09T15:52:34.080Z,32.85,78.327,36.9,4.0,"125 km ENE of Kyelang, India"
4096,2013-07-09T13:49:18.870Z,32.765,78.197,49.9,5.0,"111 km ENE of Man?li, India"
4098,2013-07-08T03:44:20.050Z,23.84,91.359,10.1,4.1,"0 km NW of R?n?r B?z?r, India"
4099,2013-07-06T21:41:53.420Z,25.937,93.412,48.9,4.1,"10 km N of Diphu, India"
4110,2013-06-28T15:35:55.270Z,10.623,93.507,109.7,4.8,"142 km SE of Port Blair, India"
4120,2013-06-06T13:03:26.000Z,10.549,91.699,24.2,4.6,"168 km SW of Port Blair, India"
4121,2013-06-05T22:04:03.100Z,32.907,76.286,43.3,4.0,"41 km NNE of Chamba, India"
4122,2013-06-04T17:34:50.750Z,32.672,76.601,41.1,4.9,"41 km WNW of Kyelang, India"
4123,2013-06-04T17:24:20.240Z,19.884,68.094,15.2,4.1,"250 km SW of Porbandar, India"
4125,2013-06-01T13:28:53.880Z,22.02,88.572,10.0,4.1,"22 km NE of Kultali, India"
4141,2013-05-14T20:03:36.620Z,33.087,75.709,48.0,4.7,"11 km N of Bhadarw?h, India"
4142,2013-05-14T20:00:07.770Z,33.101,75.727,61.7,4.7,"13 km N of Bhadarw?h, India"
4143,2013-05-14T19:58:24.430Z,33.121,75.735,35.7,4.3,"15 km N of Bhadarw?h, India"
4144,2013-05-14T14:57:00.920Z,13.898,93.068,30.7,4.1,"246 km N of Bamboo Flat, India"
4149,2013-05-07T15:01:45.820Z,13.817,92.914,30.1,4.3,"235 km N of Bamboo Flat, India"
4152,2013-05-06T20:53:55.860Z,13.151,92.244,32.6,4.4,"168 km NNW of Bamboo Flat, India"
4154,2013-05-03T04:16:09.700Z,12.887,93.333,62.7,4.5,"147 km NNE of Bamboo Flat, India"
4156,2013-05-02T00:30:41.250Z,33.121,75.827,15.8,4.3,"18 km NNE of Bhadarw?h, India"
4157,2013-05-02T00:30:07.400Z,32.964,75.69,10.0,4.2,"3 km SW of Bhadarw?h, India"
4158,2013-05-01T09:19:45.930Z,33.001,75.764,10.0,4.6,"4 km ENE of Bhadarw?h, India"
4159,2013-05-01T07:05:36.310Z,33.055,75.724,10.0,4.2,"8 km N of Bhadarw?h, India"
4160,2013-05-01T06:57:13.480Z,33.061,75.863,15.0,5.7,"16 km ENE of Bhadarw?h, India"
4161,2013-04-30T09:41:51.600Z,33.152,75.741,10.0,4.5,"18 km E of Doda, India"
4162,2013-04-27T05:16:56.250Z,27.513,92.644,28.3,4.4,"35 km NE of Bomdila, India"
4163,2013-04-27T03:17:13.120Z,27.608,92.992,28.9,4.1,"67 km NE of Bomdila, India"
4169,2013-04-19T06:35:52.970Z,27.333,87.853,47.1,4.2,"40 km W of Gyalshing, India"
4171,2013-04-18T21:18:43.630Z,13.912,93.101,34.4,4.2,"248 km N of Bamboo Flat, India"
4173,2013-04-17T03:01:38.230Z,33.249,76.663,42.2,4.0,"31 km SW of Padam, India"
4174,2013-04-16T08:34:14.090Z,28.887,95.15,39.5,5.2,"Arunachal Pradesh, India"
4175,2013-04-16T01:23:23.420Z,26.06,91.979,43.8,4.4,"19 km ESE of Dispur, India"
4177,2013-04-14T09:55:42.660Z,13.027,93.436,94.3,4.1,"166 km NNE of Bamboo Flat, India"
4191,2013-03-26T04:26:19.060Z,11.05,93.477,129.8,4.5,"104 km SE of Port Blair, India"
4195,2013-03-20T23:02:05.960Z,14.37,93.123,32.0,4.3,"298 km N of Bamboo Flat, India"
4197,2013-03-20T02:10:26.630Z,12.599,93.703,103.6,4.7,"146 km NE of Bamboo Flat, India"
4200,2013-03-17T04:17:39.470Z,29.101,95.869,27.0,4.4,"126 km NNE of P?sigh?t, India"
4204,2013-03-02T01:30:38.630Z,24.677,92.222,38.7,5.2,"25 km SSW of Kar?mganj, India"
4212,2013-02-24T15:16:42.440Z,29.945,94.95,35.0,4.0,"166 km NNE of Shi Yomi, India"
4213,2013-02-24T14:33:21.710Z,11.011,91.998,19.9,4.7,"109 km SW of Port Blair, India"
4214,2013-02-24T00:57:30.210Z,27.264,75.491,10.0,3.6,"13 km SW of R?ngas, India"
4226,2013-02-11T10:48:52.100Z,30.969,78.268,10.0,4.6,"18 km NNE of Barkot, India"
4229,2013-02-06T19:05:30.740Z,34.347,80.606,10.0,4.2,"279 km E of Leh, India"
4230,2013-02-06T19:01:45.700Z,34.247,80.424,16.6,4.9,"261 km E of Leh, India"
4231,2013-02-05T03:57:27.240Z,13.857,92.933,16.4,4.8,"239 km N of Bamboo Flat, India"
4234,2013-02-04T01:19:28.890Z,11.724,92.699,44.8,4.6,"3 km NW of Bamboo Flat, India"
4235,2013-01-31T20:31:00.640Z,13.975,93.088,46.3,4.6,"254 km N of Bamboo Flat, India"
4243,2013-01-22T15:49:24.010Z,34.214,80.306,37.8,4.0,"250 km E of Leh, India"
4253,2013-01-11T09:10:14.980Z,13.304,92.342,35.0,4.9,"182 km NNW of Bamboo Flat, India"
4257,2013-01-09T01:41:53.260Z,25.329,95.048,93.0,5.8,"66 km SE of Phek, India"
4258,2013-01-07T05:32:42.820Z,28.216,94.242,10.0,4.2,"37 km SSW of Shi Yomi, India"
4261,2013-01-03T05:47:27.730Z,24.886,94.002,73.8,4.4,"10 km NE of Imph?l, India"
4266,2012-12-30T08:16:43.130Z,24.209,91.782,22.5,4.3,"5 km WNW of Kamalpur, India"
4274,2012-12-20T13:00:53.810Z,27.651,76.116,10.0,3.9,"9 km SW of Kotputli, India"
4284,2012-12-08T07:06:10.080Z,22.96,70.302,10.0,4.1,"11 km SE of K?ndla, India"
4285,2012-12-05T08:05:03.300Z,25.019,95.094,105.1,4.2,"93 km SE of Phek, India"
4289,2012-11-30T19:39:30.580Z,27.22,88.2,25.0,4.7,"9 km SW of Gyalshing, India"
4291,2012-11-30T03:52:20.700Z,25.683,95.998,97.2,4.4,"99 km SW of Sarupathar, India"
4294,2012-11-27T12:15:16.870Z,30.9,78.422,23.4,4.4,"18 km N of Uttark?shi, India"
4295,2012-11-26T23:13:52.470Z,13.85,93.637,53.7,5.1,"257 km NNE of Bamboo Flat, India"
4298,2012-11-25T06:01:45.530Z,23.62,91.482,39.8,4.5,"9 km N of Udaipur, India"
4316,2012-11-11T20:23:12.680Z,32.294,76.331,10.0,4.0,"8 km N of Dharamsala, India"
4332,2012-11-02T21:31:48.630Z,24.893,95.088,106.1,4.5,"104 km SE of Phek, India"
4335,2012-10-30T01:40:26.490Z,26.117,92.337,62.0,4.6,"14 km S of Morigaon, India"
4338,2012-10-28T03:08:52.410Z,10.345,92.575,58.3,5.0,"147 km S of Port Blair, India"
4339,2012-10-27T18:50:52.600Z,13.643,92.925,21.1,4.4,"216 km N of Bamboo Flat, India"
4341,2012-10-24T21:07:40.670Z,28.858,94.39,10.0,4.0,"36 km N of Shi Yomi, India"
4343,2012-10-20T18:27:09.840Z,28.319,91.838,25.9,4.2,"82 km N of Tawang, India"
4345,2012-10-18T02:33:27.970Z,23.769,81.314,10.0,5.0,"12 km NW of Jaisinghnagar, India"
4348,2012-10-12T23:16:14.620Z,24.548,94.017,35.0,4.0,"6 km SW of W?ngjing, India"
4350,2012-10-10T05:29:56.710Z,26.064,96.368,52.6,4.2,"46 km WSW of Sarupathar, India"
4352,2012-10-08T17:46:20.670Z,31.832,78.444,10.0,4.9,"71 km ENE of Sar?han, India"
4353,2012-10-03T10:49:26.470Z,32.296,76.254,10.0,4.2,"10 km NW of Dharamsala, India"
4354,2012-10-03T10:04:50.650Z,33.498,75.963,35.0,4.1,"27 km NE of Kishtw?r, India"
4355,2012-10-02T18:51:38.010Z,26.913,92.939,37.8,4.5,"28 km ENE of Rang?p?ra, India"
4356,2012-10-02T18:40:42.920Z,26.953,92.994,35.0,4.6,"34 km ENE of Rang?p?ra, India"
4357,2012-10-02T18:37:38.700Z,26.879,92.818,36.8,5.2,"15 km ENE of Rang?p?ra, India"
4358,2012-10-02T08:34:54.360Z,32.471,76.632,10.0,4.8,"38 km WSW of Kyelang, India"
4359,2012-10-02T03:45:30.090Z,32.401,76.507,19.1,4.6,"26 km NE of Dharamsala, India"
4369,2012-09-18T12:26:25.280Z,27.33,88.642,42.2,4.6,"2 km E of Gangtok, India"
4372,2012-09-11T18:09:49.790Z,24.41,93.53,60.4,4.5,"16 km WNW of Chur?ch?ndpur, India"
4376,2012-09-10T21:38:21.810Z,10.433,93.423,55.0,4.6,"155 km SSE of Port Blair, India"
4377,2012-09-10T18:52:18.100Z,10.548,93.673,60.3,4.4,"159 km SE of Port Blair, India"
4378,2012-09-10T14:35:42.810Z,10.459,93.616,38.7,5.2,"163 km SE of Port Blair, India"
4379,2012-09-10T13:16:23.360Z,10.397,93.408,50.0,4.5,"157 km SSE of Port Blair, India"
4380,2012-09-10T13:11:31.470Z,10.358,93.475,35.0,4.2,"165 km SSE of Port Blair, India"
4381,2012-09-10T06:19:20.580Z,13.643,92.848,30.5,4.9,"215 km N of Bamboo Flat, India"
4383,2012-09-06T18:27:11.800Z,25.455,91.208,45.1,4.5,"8 km SW of Nongstoin, India"
4390,2012-08-27T12:05:23.410Z,10.21,92.802,57.6,5.2,"161 km S of Port Blair, India"
4393,2012-08-24T18:35:04.910Z,13.432,93.443,10.0,4.0,"207 km NNE of Bamboo Flat, India"
4397,2012-08-19T19:04:57.560Z,26.561,92.622,57.0,4.0,"18 km NE of Dhing, India"
4398,2012-08-19T12:13:30.950Z,10.539,91.705,7.8,4.3,"168 km SW of Port Blair, India"
4399,2012-08-19T09:24:49.380Z,26.599,92.57,48.9,4.8,"14 km SE of Dhekiajuli, India"
4404,2012-08-16T04:46:00.850Z,30.287,94.71,15.5,4.2,"197 km N of Shi Yomi, India"
4411,2012-08-09T08:25:50.750Z,30.401,94.986,10.0,4.4,"215 km NNE of Shi Yomi, India"
4413,2012-08-09T05:49:55.090Z,30.317,94.846,10.0,4.9,"203 km NNE of Shi Yomi, India"
4414,2012-08-08T19:22:18.740Z,35.712,77.535,81.2,4.3,"110 km NE of Thang, India"
4415,2012-08-07T01:49:53.350Z,13.942,93.077,37.9,4.5,"251 km N of Bamboo Flat, India"
4416,2012-08-07T00:17:57.250Z,30.335,94.855,24.4,4.9,"205 km NNE of Shi Yomi, India"
4417,2012-08-06T14:15:46.550Z,35.804,77.712,72.7,4.6,"128 km NE of Thang, India"
4418,2012-08-05T14:29:10.420Z,13.936,93.099,23.3,4.5,"250 km N of Bamboo Flat, India"
4419,2012-08-05T14:10:30.330Z,30.352,94.849,24.1,5.0,"207 km NNE of Shi Yomi, India"
4424,2012-08-02T19:06:12.700Z,26.103,96.324,55.6,5.1,"49 km WSW of Sarupathar, India"
4425,2012-08-02T18:00:26.210Z,33.731,75.446,10.0,4.1,"27 km E of Anantnag, India"
4426,2012-08-02T14:48:27.860Z,9.16,93.67,75.1,4.0,"295 km SSE of Port Blair, India"
4428,2012-08-01T21:58:38.880Z,26.055,96.311,43.8,4.7,"52 km WSW of Sarupathar, India"
4434,2012-07-26T05:31:38.020Z,33.466,76.105,56.2,4.4,"35 km ENE of Kishtw?r, India"
4441,2012-07-17T06:00:41.110Z,23.054,93.074,47.6,4.4,"8 km S of North Vanlaiphai, India"
4444,2012-07-14T19:55:17.950Z,25.424,94.48,52.1,5.2,"26 km S of Phek, India"
4447,2012-07-11T15:22:31.320Z,35.539,76.531,65.4,4.1,"71 km NNW of Thang, India"
4448,2012-07-11T14:48:32.820Z,35.622,76.512,68.1,4.2,"81 km NNW of Thang, India"
4451,2012-07-08T10:28:10.240Z,12.69,91.311,36.2,4.7,"188 km NW of Bamboo Flat, India"
